screen_name,state,URLs
RealBenCarson,na,"http://crsn.co/offclhlthcare,http://crsn.co/1JZNZ7O,http://crsn.co/ReviveEdu,http://bencarson.com/issues/foreign-policy,http://crsn.co/CarsonFlatTax,http://crsn.co/PinterestProLife,http://fxn.ws/1VXCI9F,http://crsn.co/1P0DcXQ,https://amp.twimg.com/v/3b9f94a1-dc5e-4583-b4c8-642f7773814a,http://washex.am/1JyyK5M,https://amp.twimg.com/v/80e58021-9b2e-4ed3-9702-ceb7f6e7c874,https://amp.twimg.com/v/cb8e5ab5-4d34-416d-8ffa-904de6bea363,https://amp.twimg.com/v/ed2948fd-7410-4219-9e11-040fea93a7ac,https://twitter.com/TomLatham/status/684830589208363008,https://www.ijreview.com/2016/01/513014-ben-carson-foreign-policy-plan/,http://www.breitbart.com/big-government/2016/01/08/2728202/,http://crsn.co/FairTaxSystem,http://crsn.co/CarsonForeignPolicy,http://crsn.co/CarsonCyberSecurity,http://crsn.co/SevenStepsToSaferAmerica,https://amp.twimg.com/v/f6dc85ad-0834-4157-b971-4600aaf8368f,https://amp.twimg.com/v/e8f28dd1-11ce-4d51-940b-0925c73a5065,https://amp.twimg.com/v/fe2f85c3-503b-45f5-8b7a-d99b6aa426b7,http://crsn.co/Help"
realDonaldTrump,na,"https://www.youtube.com/watch?v=1FJ6WYtLgbo,https://www.youtube.com/watch?v=_Otk1FRbNR8&feature=youtu.be,http://www.DonaldTrumpForVets.com,https://www.facebook.com/DonaldTrump/posts/10156537190420725:0,https://www.bostonglobe.com/opinion/2016/01/11/through-ted-cruz-constitutional-looking-glass/zvKE6qpF31q2RsvPO9nGoK/story.html,http://bit.ly/1niL6oL,https://www.instagram.com/p/BAPvZ-1GhbP/,https://www.donaldjtrump.com/iowa/caucus-finder/,http://www.forbes.com/sites/forbestravelguide/2016/01/28/20-most-anticipated-hotel-openings-of-2016/#36c1736268da,https://twitter.com/melindaross123/status/687706108807397376,https://twitter.com/CJCboi/status/692657846849269764,http://bit.ly/1KbvjCf,https://www.facebook.com/DonaldTrump/posts/10156544702880725:0,https://www.facebook.com/DonaldTrump/videos/10156563262030725/,https://www.facebook.com/DonaldTrump/posts/10156584214900725:0,https://www.facebook.com/DonaldTrump/videos/10156549868870725/,http://www.nbcnews.com/meet-the-press/trump-strong-three-early-states-clinton-san"
RhodeIslandGOP,"Rhode Island","http://ow.ly/Xtprd,http://ow.ly/WxibA,https://twitter.com/kathyprojo/status/685160099409727488,http://bit.ly/1ZavDb2,http://ow.ly/WN9nX,http://ow.ly/WpNqm,http://ow.ly/XklJH,http://ow.ly/Xqp4R,http://ow.ly/WR6b6,https://twitter.com/danmcgowan/status/689517217373884416,http://ow.ly/WPyt3,http://ow.ly/WvVoX,http://ow.ly/WN9JG,http://ow.ly/WxSEo,http://ow.ly/Xkmc1,http://ow.ly/WZI6w,http://ow.ly/X6uuH,http://ow.ly/Xjzxx,http://ow.ly/XHjXi,http://ow.ly/XHVEf,http://ow.ly/WxrQg,http://ow.ly/WJ3jn,http://www.tinyurl.com/h2qvd2q,http://ow.ly/XlYL8,http://ow.ly/WGvgJ,http://ow.ly/3yERvz,http://ow.ly/WTTga,http://portsmouthrepublicans.com/where-have-our-taxes-gone/,http://ow.ly/WKebn,http://ow.ly/Xj5zl,http://ow.ly/XxEuc,http://ow.ly/Xm03b,http://ow.ly/WACRn,http://ow.ly/XIC1p,http://ow.ly/WBZQH,http://ow.ly/Xj73E,http://ow.ly/XoFhB,http://ow.ly/WMtYa,http://ow.ly/Xplhk,http://ow.ly/WWEag,https://drive.google.com/file/d/0B-LzdPbX4AVObElVX0JvWHBKVUk/view?pref=2&pli=1,http://ow.ly/XBHu0,http://ow.ly/WPxo7,http://ow.ly/X"
scsenategop,"South Carolina","https://www.facebook.com/scsenategop/videos/10153870869282329/,http://bit.ly/1RHyIeI,http://bit.ly/1lku8Vj"
sdgop,SD,"http://kelo.com/news/articles/2016/jan/04/noem-rounds-have-problems-with-obama-gun-control/,https://www.youtube.com/watch?v=AqzGwlLCa9E&feature=youtu.be,http://rapidcityjournal.com/now/today/rcj/most-depressing-statistics-for-south-dakota-democrats/collection_b33a5104-af17-11e5-bd2c-ffc990587c58.html,https://twitter.com/nelsonforsd/status/684359434227732480,http://southdakotagop.com/,http://www.foxbusiness.com/features/2016/01/11/fox-business-network-to-live-stream-gop-presidential-debates-january-14.html"
senatenj,"New Jersey","https://www.facebook.com/senatenj/photos/a.462917878611.252430.39859378611/10153563737343612/?type=3&theater,http://www.senatenj.com/index.php/tomkean/kean-nj-dems-ongoing-panynj-obstruction-hurts-commuters-taxpayers/25063,http://www.senatenj.com/index.php/tomkean/now-law-kean-bill-to-create-e-drivers-license-opportunity/25356,http://on.doi.gov/1SegX78,http://www.senatenj.com/index.php/bateman/senate-passes-bateman-legislation-to-increase-standards-for-school-nurse-certification/25062,http://www.nj.gov/oag/dcj/humantrafficking/,http://www.nj.com/morris/index.ssf/2016/01/womans_perseverance_led_to_law_honoring_cop_who_di.html#incart_river_index,http://www.nj.com/morris/index.ssf/2016/01/christophers_law_honors_boy_killed_in_lake_hopatco.html#incart_river_home,https://www.facebook.com/senatenj/posts/10153557503363612,http://www.senatenj.com/index.php/tomkean/with-scr-188-dead-kean-rice-committed-to-a-redistricting-solution-for-all-new-jerseyans/25174,http://www.senatenj.com/index.php/general/agenda-for-new-jers"
SenateRepCaucus,California,"http://dlvr.it/DCj3vP,https://www.periscope.tv/w/aXElhzE0NDk4NTQ0fDFCUktqZGRnYUJ2SncUJu-WDpqatkeu8ZurBNiOJb7_zykR4M6MUSsGG-HVWg==,http://dlvr.it/DLWpwL,http://dlvr.it/DChzd2,http://dlvr.it/KKYfV6,http://dlvr.it/KM2Rd6,http://dlvr.it/DHcjg9,http://dlvr.it/DLWm50,http://dlvr.it/DCj4M4,http://dlvr.it/DFXdhZ,http://dlvr.it/DKzV6B,http://bit.ly/1OvOovm,http://dlvr.it/DKYPmh,http://dlvr.it/DCC4Cn,http://dlvr.it/DChzSc,http://dlvr.it/DHX6xd,http://dlvr.it/DGXdrp,http://dlvr.it/DFXbtj,http://dlvr.it/DH3tqg,http://dlvr.it/KK4kmJ,https://www.periscope.tv/w/aV6nsDE0NDk4NTQ0fDFPeUtBYXBlam1vS2JnM4Xf7AycPdi9JmiLtbOjYyEJ7D4Wi9L25IQLICmT3g==,http://dlvr.it/DHXBjp,http://dlvr.it/KK4hQK,http://dlvr.it/DDD4BX,http://cssrc.us/content/senate-republican-leader-fuller-recognizes-korean-american-day,http://dlvr.it/DGdm6W,http://dlvr.it/KLfCzF,http://dlvr.it/DLWY7G,http://tinyurl.com/zntanxe,http://dlvr.it/DBj6Xv,http://dlvr.it/KL8tcG,http://dlvr.it/DKRvWK,http://dlvr.it/DLWYvd,http://dlvr.it/KL3m7H,http://dlvr.it/DCj19r,http://dlvr."
tedcruz,na,"http://votetedcruz.com/ia,https://www.youtube.com/watch?v=7wHL9XlOPO0,https://twitter.com/right_pilot/status/693801836877352960,http://tedcruz.org/events,https://twitter.com/meetthepress/status/693797624718036993,https://twitter.com/jaketapper/status/693800968970977280,https://amp.twimg.com/v/8581bf98-5060-477b-bb8e-543475db251b,http://www.c-span.org/video/?403939-1/ted-cruz-campaign-rally-iowa-city-iowa,https://twitter.com/iowacruzgirl/status/693834041099993089"
TNGOP,Tennessee,"http://iwillchooselife.com/,http://www.register.gop,http://thehill.com/blogs/blog-briefing-room/news/264630-poll-most-name-government-americas-biggest-problem,https://twitter.com/jeneps/status/691825532011466753,https://youtu.be/BVpemUfiCdM,http://www.theblaze.com/stories/2016/01/13/from-public-housing-to-public-office-rep-diane-black-details-the-long-road-that-brought-her-to-capitol-hill-and-why-health-care-is-near-and-dear-to-her-heart/,https://twitter.com/walkerferrell/status/693466637559791616,https://www.washingtonpost.com/news/the-fix/wp/2016/01/06/why-we-should-know-who-the-republican-presidential-nominee-is-by-march-15/,http://nyti.ms/1l4icqo,https://www.washingtonpost.com/news/the-fix/wp/2016/01/17/this-number-proves-bernie-sanders-can-win-iowa/,https://twitter.com/duanegang/status/692802667769413632,http://roe.house.gov/news/documentsingle.aspx?DocumentID=397974,http://www.register.gop/,http://www.timesfreepress.com/news/local/story/2016/jan/05/tennesseans-should-expect-tv-ads-galore-presi/343224/,h"
UtahGOP,Utah,"http://utah.gop/caucus-hq/,https://www.facebook.com/UTGOP"
VASenateGOP,Virginia,http://fb.me/4bqZaixOu
WVGOP,"West Virginia","http://campaign.r20.constantcontact.com/render?ca=1b0ef71e-9bb9-4ac4-b42a-d7e4b8afe5ad&c=d087aa40-7cba-11e3-b43d-d4ae52754950&ch=d1572f40-7cba-11e3-b497-d4ae52754950,http://campaign.r20.constantcontact.com/render?ca=de6e697d-aa73-429d-9d12-32aa39885470&c=5e7129d0-7cbb-11e3-90d9-d4ae52754950&ch=5f1d9670-7cbb-11e3-913d-d4ae52754950,http://campaign.r20.constantcontact.com/render?ca=a17dcef0-3e33-408f-9c00-8bddc1e57675&c=f7e65850-8211-11e3-961b-d4ae529cddd3&ch=f8233a40-8211-11e3-9632-d4ae529cddd3,http://m.ustream.tv/channel/wv-senate-live,http://wvmetronews.com/2016/01/20/right-to-work-bill-up-for-passage-in-senate-thursday/,http://m.register-herald.com/news/cole-predicts-budget-cuts-at-every-turn-but-no-tax/article_66826769-939f-5337-a761-1845e45c8378.html?mode=jqm,http://campaign.r20.constantcontact.com/render?ca=e2234571-a841-4c2e-bbe6-e753467340c8&c=04b00560-7cbb-11e3-baa0-d4ae52754950&ch=055d5c60-7cbb-11e3-bb31-d4ae52754950,http://www.wvgazettemail.com/daily-mail-opinion/20160118/daily-mail-editorial-the-sta"
